Operational Profile,DURAÇÃO,EngineLoad,PotenciaMaxima,EnginesRunning,Speed,DraftBow,DraftStern,BEAUFORT,MDO,MDOPred
Eco Transit,0.073333333,0.28,649.6,2,7.41338636,4.73706439,3.47830682,5.1,0.04357201,0.594163773
Eco Transit,0.024166667,0.22,510.4,2,4.34067816,2.63526437,4.026,4.6,0.010133,0.419296552
Transit,0.100555556,0.36,835.2,2,9.07140608,2.56675414,3.84577348,4,0.078644,0.782095028
Transit,0.050833333,0.36,835.2,2,9.42451913,4.578,4.88796721,3.8,0.039384,0.774767213
Transit,0.023333333,0.33,765.6,2,8.96797619,4.244,4.2385119,2.8,0.01638601,0.702257571
Transit,0.023333333,0.33,765.6,2,9.07525,4.25092857,4.26442857,2.8,0.016262,0.696942857
Transit,0.013055556,0.32,742.4,2,8.993723,2.561886,4.464962,5.1,0.009151,0.70092766
Eco Transit,0.017222222,0.2,464,2,6.65583871,4.68964516,4.18564516,3.6,0.006327,0.367374194
Transit,0.061388889,0.34,788.8,2,9.05511765,2.53254299,4.21740724,5.5,0.044378,0.722899548
Transit,0.045,0.35,812,2,9.1611358,2.558,3.83214815,4,0.034737,0.771933333
Transit,0.006111111,0.32,742.4,2,9.07645455,4.249,4.25936364,2.8,0.004182,0.684327273
Eco Transit,0.445,0.29,672.8,2,8.71015168,4.54969663,3.70974532,3.5,0.283702,0.637532584
Eco Transit,0.008333333,0.33,765.6,2,8.948,4.24,4.231,2.8,0.005853,0.70236
Eco Transit,0.416666667,0.26,603.2,2,7.743036,4.68832,4.324022,3.5,0.21366901,0.512805624
Eco Transit,0.054166667,0.25,580,2,6.96054359,4.67930769,4.0922359,3.3,0.02669899,0.492904431
Transit,2.970277778,0.31,719.2,2,9.56772094,4.4476883,4.05466361,2.8,1.942489,0.653975535
Transit,0.1575,0.31,719.2,2,9.19439153,2.47198942,4.68483598,5.5,0.106508,0.67624127
Transit,0.005555556,0.36,835.2,2,9.088,2.566,3.85,4,0.004304,0.77472
Eco Transit,0.7375,0.23,533.6,2,5.90869416,4.4879838,4.4258226,3,0.333019,0.451551186
Eco Transit,0.082222222,0.26,603.2,2,7.355449,2.518717,4.5551,3.2,0.043323,0.526901351
Eco Transit,0.015833333,0.33,765.6,2,8.83233333,4.281,4.26166667,4.9,0.01118,0.706105263
Eco Transit,0.145,0.32,742.4,2,8.91945029,2.61106962,4.12823194,3.4,0.097587,0.673013793
Transit,0.047777778,0.36,835.2,2,10.93439535,4.5935814,4.0394186,3.3,0.038942,0.815065116
Eco Transit,0.091944444,0.2,464,2,4.03235952,4.48814199,4.20248338,3.2,0.031657,0.34430574
Eco Transit,0.026388889,0.34,788.8,2,8.90336842,4.70171579,3.44638947,3.3,0.020236,0.766837895
Transit,7.118055556,0.32,742.4,2,10.12513804,4.37958399,4.06822346,3.2,4.99576399,0.701843917
Transit,0.011944444,0.35,812,2,9.3045814,2.56160465,3.849,4,0.009216,0.771572093
Eco Transit,0.026666667,0.21,487.2,2,5.6275,2.589,3.68,5.6,0.009806,0.367725
Transit,0.009166667,0.35,812,2,9.07866667,4.60739394,4.51039394,2.5,0.006984,0.761890909
Fast Transit,0.005555556,0.36,835.2,2,11.011,4.643,3.556,3.3,0.004653,0.83754
Fast Transit,0.721388889,0.32,742.4,2,11.1758144,4.42495302,4.82099422,2.4,0.513244,0.711466461
Transit,0.189444444,0.32,742.4,2,9.15284311,4.2817434,4.28325806,4.9,0.131072,0.69187566
Eco Transit,0.061944444,0.22,510.4,2,5.23434978,4.4776278,3.94428251,4.2,0.02512901,0.405670117
Eco Transit,0.025555556,0.32,742.4,2,8.96973913,4.68121739,3.38213043,3.3,0.018382,0.719295652
Transit,0.226111111,0.33,765.6,2,9.134369,4.735608,4.58292,4.5,0.156574,0.692464865
Fast Transit,0.039166667,0.33,765.6,2,11.04436879,4.415,4.83577305,2.4,0.027954,0.713719149
Eco Transit,0.008888889,0.35,812,2,8.85,4.601,4.495,2.5,0.006775,0.7621875
Transit,0.007777778,0.31,719.2,2,10.991,4.402,4.82,2.4,0.005255,0.675642857
Eco Transit,0.154722222,0.25,580,2,6.13517594,4.72779174,4.28914542,4.2,0.076919,0.497142549
Eco Transit,0.017222222,0.31,719.2,2,9.00616129,4.462,4.038,2.8,0.01131101,0.656768323
Eco Transit,0.005555556,0.34,788.8,2,8.915,2.561,4.01,4,0.004089,0.73602
Transit,0.006666667,0.32,742.4,2,9.001,4.22625,4.25725,2.8,0.004602,0.6903
Eco Transit,0.074722222,0.26,603.2,2,6.57273978,4.44876952,4.7834461,2.4,0.03911699,0.523498751
Transit,0.015,0.35,812,2,9.36755556,2.566,3.884,4,0.011502,0.7668
Eco Transit,0.047777778,0.23,533.6,2,6.994314,4.522757,3.882797,4.1,0.020751,0.434323256
Transit,0.015277778,0.33,765.6,2,9.05918182,4.22563636,4.204,2.8,0.010751,0.703701818
Transit,11.1375,0.33,765.6,2,9.78014486,4.39519297,3.79928178,3.1,8.03907901,0.721802829
Transit,0.103888889,0.31,719.2,2,9.23330749,2.469,4.67451872,5.5,0.070193,0.675654545
Eco Transit,0.017222222,0.33,765.6,2,8.83117742,2.562,4.251,5.5,0.01231699,0.715180065
Eco Transit,0.059722222,0.36,835.2,2,8.75732558,2.561,3.83664651,4,0.04704698,0.787763386
Eco Transit,0.022777778,0.33,765.6,2,8.83943902,4.24314634,4.23629268,2.8,0.016002,0.702526829
Eco Transit,4.429444444,0.33,765.6,1.99987458,8.04668149,2.57635971,4.3832844,5,3.142545,0.709467076
Eco Transit,0.2275,0.33,765.6,2,8.81721978,2.572337,4.53830281,5.1,0.162501,0.71429011
Transit,0.003888889,0.28,649.6,2,9.118,4.467,3.823,2.9,0.002279,0.586028571
Transit,0.421944444,0.34,788.8,1.99868334,10.07796445,2.58860698,4.27875839,4.7,0.310628,0.736182225
Transit,4.739166667,0.33,765.6,2,10.73009548,2.56093793,4.1789745,5.1,3.393241,0.715999508
Eco Transit,0.779444444,0.23,533.6,2,6.14949537,4.68487598,4.55676515,2.5,0.342187,0.43901397
Eco Transit,0.494722222,0.27,626.4,2,7.73027737,4.6791589,4.31172207,4.8,0.278833,0.563615272
Transit,0.022222222,0.26,603.2,2,9.014175,2.5769125,4.034,4.8,0.011992,0.53964
Fast Transit,0.034444444,0.33,765.6,2,11.049452,2.513205,4.510113,3.2,0.025069,0.727809677
Transit,0.088055556,0.34,788.8,2,10.38655205,4.67542587,4.08509779,3.3,0.06695099,0.7603267
Fast Transit,0.016666667,0.32,742.4,2,11.0139,4.424,4.81105,2.4,0.011822,0.70932
Fast Transit,0.041388889,0.32,742.4,2,11.0525302,4.42720805,4.801,2.8,0.02939999,0.710335329
Transit,0.008611111,0.36,835.2,2,9.00770968,2.562,3.836,4,0.006732,0.781780645
Eco Transit,0.096666667,0.26,603.2,2,6.72888793,4.62252586,4.78881897,3.9,0.04847599,0.501475759
Eco Transit,0.006388889,0.35,812,2,8.924087,2.603367,4.541288,5.2,0.004991,0.7812
Transit,0.005,0.34,788.8,2,9.039,4.707,3.463,3.3,0.003763,0.7526
Eco Transit,0.007777778,0.22,510.4,2,4.083179,2.610388,4.104991,3.4,0.003413,0.438814286
Transit,0.0075,0.35,812,2,9.207,2.559,3.818,4,0.005773,0.769733333
Transit,0.026666667,0.32,742.4,2,10.9476875,4.81759375,4.92578125,2.5,0.01896399,0.711149625
Eco Transit,0.023333333,0.2,464,2,5.84845238,4.56594048,4.748,3,0.007924,0.3396
Eco Transit,0.016111111,0.19,440.8,2,4.05760345,4.671,4.716,3.7,0.005331,0.330889655
Eco Transit,0.063333333,0.36,835.2,2,8.73952632,2.562,3.83421053,4,0.050063,0.790468421
Fast Transit,0.025833333,0.3,696,2,11.027086,2.576743,4.381455,4.5,0.016309,0.631316129
Eco Transit,0.118333333,0.36,835.2,2,8.67146479,2.56615023,3.82800469,4,0.093707,0.791890141
Transit,0.014166667,0.35,812,2,9.09788235,2.559,3.821,4,0.01100301,0.776683059
Transit,0.011111111,0.32,742.4,2,8.9938,2.610999,4.133367,3.4,0.007461,0.67149
Transit,0.010833333,0.29,672.8,2,9.058,4.467,3.814,2.9,0.00630601,0.582093231
Transit,0.003888889,0.33,765.6,2,9.317,4.533,4.107,3.6,0.002902,0.746228571
Eco Transit,0.031666667,0.31,719.2,2,8.91542105,2.478,4.72426316,5.5,0.021551,0.680557895
Transit,0.164444444,0.28,649.6,2,9.18007432,4.46022973,3.81539865,2.9,0.094982,0.577593243
Transit,0.0125,0.31,719.2,2,9.020956,2.58552,4.231094,3.4,0.008133,0.65064
Fast Transit,0.0425,0.32,742.4,2,11.06018954,4.42645752,4.81230719,2.8,0.030155,0.709529412
Eco Transit,0.017777778,0.29,672.8,2,8.99040625,4.47853125,3.83253125,5.9,0.010665,0.59990625
Eco Transit,0.012222222,0.29,672.8,2,8.89706818,4.459,3.83652273,2.9,0.00705199,0.576981
Eco Transit,0.005833333,0.33,765.6,2,8.823,4.289,4.279,4.9,0.004098,0.702514286
Eco Transit,0.061944444,0.21,487.2,2,4.353448,4.745225,4.228016,4,0.02363,0.381470852
Eco Transit,0.022777778,0.19,440.8,2,4.05282927,4.705,4.13173171,4,0.007115,0.312365854
Fast Transit,0.031388889,0.35,812,2,11.03857522,4.434,4.469,3.1,0.023656,0.753642478
Eco Transit,0.020833333,0.37,858.4,2,8.72733333,4.57674667,4.887,3.8,0.016696,0.801408
Transit,0.015,0.35,812,2,9.12681481,2.565,3.83946296,4,0.01158199,0.772132667
Fast Transit,0.065555556,0.31,719.2,2,11.05605932,2.55649576,3.78525424,5.9,0.042706,0.651447458
Eco Transit,0.736944444,0.22,510.4,2,6.34641727,2.50439312,4.28428887,2.9,0.311063,0.422098304
Transit,0.073611111,0.33,765.6,2,9.10953962,2.53,4.23754717,5.5,0.05297199,0.719619487
Eco Transit,0.027222222,0.34,788.8,2,9.00834694,2.563,3.99061224,4,0.020398,0.749314286
Transit,0.0375,0.34,788.8,2,9.08848889,2.52814074,4.24068889,5.5,0.027033,0.72088
Transit,0.008611111,0.28,649.6,2,9.036,4.46,3.807,2.9,0.004956,0.575535484
Eco Transit,0.004444444,0.36,835.2,2,8.82325,4.561,4.3778125,3,0.003575,0.804375
Transit,0.010555556,0.32,742.4,2,9.073053,2.568291,4.489039,5.1,0.007325,0.693947368
Eco Transit,0.021388889,0.19,440.8,2,5.99181818,2.591,4.27536364,4.7,0.00696099,0.325448883
Eco Transit,0.0825,0.32,742.4,2,8.84813131,4.45843771,3.87254545,3.9,0.058498,0.709066667
Transit,0.093888889,0.35,812,2,9.19419527,4.86754438,4.68798225,4.1,0.07534599,0.802501669
Transit,0.014166667,0.32,742.4,2,9.141667,2.570372,4.498956,5.1,0.009929,0.700870588
Transit,0.0575,0.31,719.2,2,9.06455072,4.62984058,3.90871014,4.3,0.03880099,0.674799826
Eco Transit,0.035,0.26,603.2,2,7.03947619,2.613,3.87638095,4.6,0.01787601,0.510743143
Transit,0.011666667,0.3,696,2,9.172833,4.476854,3.647249,3.5,0.007779,0.666771429
Eco Transit,0.674444444,0.24,556.8,2,6.82867463,4.62470428,4.26269605,2.8,0.32053529,0.475258255
Transit,0.011666667,0.28,649.6,2,8.98742857,4.46057143,3.85257143,2.9,0.006685,0.573
Eco Transit,0.054722222,0.29,672.8,2,6.99875635,4.82617259,4.17560914,3.5,0.033135,0.60551269
Transit,0.046944444,0.32,742.4,2,10.40453254,4.6548284,4.01546154,3.3,0.033027,0.703533728
Eco Transit,0.081944444,0.23,533.6,2,4.51581695,4.76514237,3.8180339,3.3,0.036587,0.446485424
Transit,0.015555556,0.29,672.8,2,9.080464,2.517853,4.546587,3.2,0.009564,0.614828571
Transit,0.015,0.32,742.4,2,9.13244444,2.473,4.681,5.5,0.010401,0.6934
Eco Transit,0.023055556,0.2,464,2,4.095675,4.464622,3.409748,5.5,0.007792,0.337966265
Transit,0.008611111,0.33,765.6,2,8.98612903,4.27351613,4.26851613,2.8,0.005988,0.695380645
Eco Transit,0.016666667,0.21,487.2,2,5.994933,2.51093,4.580864,3.2,0.00696,0.4176
Eco Transit,0.006388889,0.35,812,2,8.885261,2.604719,4.54447,5.2,0.004966,0.777286957
Eco Transit,0.016111111,0.35,812,2,8.7227931,4.53051724,4.10803448,3.6,0.012401,0.769717241
Transit,0.062222222,0.32,742.4,2,9.269,2.49385714,4.88657143,5.5,0.04292699,0.689898054
Eco Transit,0.018055556,0.2,464,2,6.10969231,2.567,4.21643077,5.1,0.00640201,0.354572862
Eco Transit,0.060277778,0.32,742.4,2,8.84434562,4.23404147,4.27940092,2.8,0.041353,0.686040553
Eco Transit,0.023888889,0.34,788.8,2,6.03844186,4.65327907,4.45097674,5.1,0.017715,0.74155814
Eco Transit,0.037777778,0.23,533.6,2,4.33722794,4.89107353,3.96885294,5.8,0.016404,0.434223529
Transit,0.014166667,0.32,742.4,2,9.05235294,4.225,4.23911765,2.8,0.009776,0.690070588
Transit,10.92083333,0.34,788.8,2,10.13978115,4.49501831,3.98056993,2.8,8.326567,0.762447951
Eco Transit,0.053611111,0.23,533.6,2,6.60667358,4.49737824,3.71804663,5.4,0.023583,0.439890155
Transit,0.010277778,0.31,719.2,2,9.07916216,2.481,4.767,5.5,0.006948,0.676021622
Transit,0.023888889,0.35,812,2,9.13346512,2.56665116,3.82934884,4,0.018477,0.773455814
Fast Transit,0.015555556,0.33,765.6,2,11.10389286,4.41969643,4.812,2.4,0.011083,0.712478571
Transit,0.003055556,0.3,696,2,9.090636,2.54325,4.45517,3,0.001863,0.609709091
Eco Transit,0.587777778,0.32,742.4,2,8.71859121,4.24195558,4.27714319,2.8,0.402657,0.685049716
Fast Transit,0.045,0.3,696,2,11.06083333,4.44083333,4.79155556,2.4,0.029358,0.6524
Eco Transit,0.019722222,0.34,788.8,2,8.88457746,4.706,3.456,3.3,0.01502901,0.76203431
Transit,0.221111111,0.35,812,2,10.93601884,4.4346206,4.47015075,3.1,0.16694099,0.755009503
Transit,0.004444444,0.34,788.8,2,9.184,2.533,4.467,5.5,0.003253,0.731925
Eco Transit,4.613888889,0.32,742.4,2,8.47844289,2.57699641,4.24356751,4.8,3.145555,0.681757857
Eco Transit,0.026666667,0.36,835.2,2,8.84783333,2.56635417,3.869625,4,0.02098,0.78675
Eco Transit,0.016111111,0.28,649.6,2,8.86093103,4.45,3.855,2.9,0.00922801,0.572773034
Eco Transit,0.064166667,0.33,765.6,2,8.742658,2.569134,4.49151,5.1,0.045323,0.706332468
Transit,0.006944444,0.35,812,2,10.975,4.421,4.445,3.1,0.00524,0.75456
Transit,0.103055556,0.31,719.2,2,10.88828302,4.40930997,4.81392183,2.4,0.069592,0.675286253
Transit,0.01,0.32,742.4,2,9.071,2.469,4.677,5.5,0.00679,0.679
Eco Transit,0.023888889,0.33,765.6,2,8.92130233,2.545,4.242,5.5,0.01713001,0.717070186
Transit,0.015277778,0.35,812,2,9.21967273,2.559,3.81907273,4,0.01175199,0.769221164
Eco Transit,0.040833333,0.33,765.6,2,8.661204,2.564316,4.468156,5.1,0.029062,0.711722449
Eco Transit,0.043333333,0.22,510.4,2,4.227147,4.505391,3.704362,3.5,0.01726,0.398307692
Eco Transit,0.035833333,0.25,580,2,6.44244186,2.6025814,4.42511628,5,0.017661,0.492865116
Eco Transit,0.0275,0.19,440.8,2,5.80984848,4.53321212,3.90521212,3.9,0.009061,0.329490909
Transit,0.275277778,0.32,742.4,2,10.82710091,2.55868718,3.79076387,5.9,0.187204,0.680054894
Eco Transit,0.448333333,0.24,556.8,2,5.54683271,4.88229368,4.78903717,4.1,0.21134699,0.471405926
Transit,0.006666667,0.29,672.8,2,9.40558333,4.461,3.813,2.9,0.003941,0.59115
Eco Transit,0.014166667,0.34,788.8,2,8.93552941,2.552,4.23994118,5.5,0.010236,0.722541176
Eco Transit,0.033055556,0.29,672.8,2,8.83137815,4.458,3.83072269,2.9,0.019187,0.580447059
Transit,0.174444444,0.32,742.4,2,9.17170701,4.26633758,4.27422293,2.8,0.120736,0.692117197
Eco Transit,0.028055556,0.35,812,2,8.81998,2.601436,4.540647,5.2,0.021438,0.764126733
Transit,1.3275,0.35,812,2,10.75282674,4.60989851,4.19549969,3,1.03739949,0.781468542
Eco Transit,0.022777778,0.3,696,2,7.41904878,4.60070732,4.08970732,5.1,0.014322,0.628770732
Transit,0.109166667,0.33,765.6,2,9.035,4.2359313,4.24296183,2.8,0.076,0.696183206
Eco Transit,0.010555556,0.38,881.6,2,8.91673684,4.603,3.99478947,4,0.008639,0.818431579
Eco Transit,0.088888889,0.26,603.2,2,6.35575313,4.57191875,4.0666875,3.2,0.045385,0.51058125
Transit,1.445277778,0.34,788.8,2,10.51028399,2.5613679,4.23633071,3.6,1.07097001,0.741013268
Eco Transit,0.114444444,0.36,835.2,2,8.47793204,2.56626699,3.83931068,4,0.09119101,0.79681465
Eco Transit,0.079444444,0.28,649.6,2,8.87453497,4.45654196,3.83258042,2.9,0.04595,0.578391608
Fast Transit,0.013888889,0.31,719.2,2,11.01056,2.555,3.793,5.9,0.009083,0.653976
Eco Transit,0.034166667,0.33,765.6,2,8.95604065,4.4113252,3.8533252,3.9,0.024971,0.730858537
Transit,0.1975,0.31,719.2,2,9.09145992,2.48437975,4.79845992,5.5,0.133826,0.6776
Eco Transit,0.8175,0.24,556.8,2,6.08496738,4.66773496,4.61480836,2.5,0.37204015,0.455094985
Transit,0.0475,0.3,696,2,9.13717544,4.54763158,3.70929825,3.5,0.031678,0.666905263
Eco Transit,0.597222222,0.22,510.4,2,6.02531721,4.69897163,4.57017023,5.3,0.251192,0.420600558
Transit,0.169166667,0.35,812,2,10.90414286,4.6636798,4.07588013,3.3,0.13484299,0.797101419
Transit,0.006388889,0.37,858.4,2,10.516,4.375,3.821,3.1,0.005256,0.822678261
Transit,0.055833333,0.35,812,2,10.89825871,4.43,4.46045274,3.1,0.04229099,0.757450567
Transit,0.008333333,0.36,835.2,2,10.88503333,4.583,3.99756667,3.3,0.00672,0.8064
Transit,0.455555556,0.28,649.6,2,10.35850122,2.58646463,4.6107061,5.1,0.26248499,0.576186563
Transit,0.922777778,0.33,765.6,2,10.04097953,2.5742637,4.23255388,5.1,0.667982,0.723881758
Transit,0.168055556,0.29,672.8,2,9.25414876,4.47866942,3.8395124,5.9,0.098793,0.587859174
Eco Transit,0.065555556,0.36,835.2,2,8.73755508,2.559,3.81925424,4,0.05142301,0.784418797
Transit,0.467777778,0.36,835.2,2,10.77829276,4.64175475,3.55610511,3.3,0.389098,0.83180095
Eco Transit,0.148333333,0.3,696,2,8.89866484,2.54425783,4.45531475,3,0.090829,0.612330337
Transit,0.009722222,0.33,765.6,2,10.932,4.411,4.826,2.4,0.00695,0.714857143
Fast Transit,0.004166667,0.35,812,2,11.157,4.382,3.827,3.1,0.003439,0.82536
Eco Transit,0.038888889,0.29,672.8,2,6.38701429,4.69261429,4.15357143,4.7,0.022436,0.576925714
Eco Transit,0.035,0.27,626.4,2,9.00030159,4.661,3.919,2.4,0.01800001,0.514286
Eco Transit,0.016388889,0.34,788.8,2,8.79394915,2.444,4.595,5.5,0.01242999,0.758440068
Eco Transit,0.014166667,0.19,440.8,2,4.05029412,4.529,3.85043137,5.9,0.004752,0.335435294
Eco Transit,0.014444444,0.34,788.8,2,8.932,2.561,4.017,4,0.010646,0.737030769
Eco Transit,0.003611111,0.29,672.8,2,8.93615385,2.519,3.679,4.8,0.002174,0.602030769
Eco Transit,0.054444444,0.21,487.2,2,5.70642857,2.50825,4.44333163,4.1,0.019678,0.361432653
Eco Transit,0.127777778,0.35,812,2,8.342,4.59986957,4.00395652,4,0.096493,0.755162609
Fast Transit,0.031388889,0.31,719.2,2,11.04464602,4.41,4.81592035,2.4,0.021265,0.677469027
Eco Transit,0.010833333,0.33,765.6,2,8.93,2.559,4.223,5.5,0.007802,0.720184615
Transit,0.003888889,0.35,812,2,10.984,4.417,4.445,3.1,0.002939,0.755742857
Transit,9.269166667,0.32,742.4,2,10.49975387,2.59061114,3.82203941,4.6,6.35729701,0.685854213
Transit,0.004444444,0.38,881.6,2,10.207,4.373,3.819,3.1,0.003716,0.8361
Fast Transit,0.066666667,0.28,649.6,2,11.0821,2.586,4.603525,5.1,0.038722,0.58083
Eco Transit,0.084166667,0.21,487.2,2,6.40775578,4.48516172,4.28416172,2.9,0.03202,0.380435644
Eco Transit,0.006666667,0.34,788.8,2,8.971,2.613,3.643,5.6,0.005097,0.76455
Transit,0.026666667,0.32,742.4,2,9.0151875,4.22567708,4.23786458,2.8,0.018409,0.6903375
Eco Transit,0.008611111,0.19,440.8,2,4.07996774,4.541,3.909,5.9,0.002834,0.329109677
Eco Transit,0.088333333,0.32,742.4,2,8.895396,2.593111,4.229982,4.8,0.0602,0.681509434
Eco Transit,0.004166667,0.31,719.2,2,8.892133,2.515205,4.559813,3.2,0.00279,0.6696
Eco Transit,0.016666667,0.34,788.8,2,8.87693333,4.442,4.145,5.4,0.012492,0.74952
Transit,0.034444444,0.32,742.4,2,9.06893548,4.27109677,4.25367742,4.9,0.023622,0.6858
Eco Transit,0.044166667,0.29,672.8,2,7.302296,2.62395,4.311091,4.5,0.027326,0.618701887
Transit,0.261666667,0.31,719.2,2,9.51145541,4.66623885,3.40530892,3.3,0.178643,0.682712102
Transit,0.048333333,0.35,812,2,9.32962069,2.561,3.84101724,4,0.037298,0.771682759
Transit,1.671666667,0.35,812,2,9.60910565,4.5266691,3.90101546,3.5,1.297298,0.776050648
Eco Transit,0.019166667,0.29,672.8,2,4.281246,2.515604,4.587107,3.2,0.01295,0.675652174
Transit,0.215277778,0.28,649.6,2,9.171499,4.748941,4.523499,5.5,0.117102,0.543957677
Transit,0.015277778,0.36,835.2,2,9.167,2.566,3.829,4,0.011886,0.777992727
Eco Transit,0.027222222,0.26,603.2,2,6.8134898,4.63585714,4.0907551,4.3,0.014002,0.514359184
Transit,0.829444444,0.32,742.4,2,9.42055325,2.54220395,4.43059042,4.1,0.564842,0.680988346
Eco Transit,0.191388889,0.3,696,2,8.489106,2.60849,4.097757,3.4,0.119919,0.626572424
Eco Transit,0.0175,0.29,672.8,2,8.71766667,4.466,3.81611111,2.9,0.01038999,0.593713714
Eco Transit,0.021944444,0.36,835.2,2,8.79636709,2.565,3.832,4,0.01734001,0.790177671
Eco Transit,0.530833333,0.23,533.6,2,6.46038252,4.57543851,4.17334118,5.1,0.23173499,0.436549432
Transit,0.163888889,0.33,765.6,2,9.25903729,4.53471017,4.10786441,3.6,0.11660599,0.711494176
Eco Transit,1.435277778,0.19,440.8,2,4.66887556,4.47768744,4.27014922,3.8,0.48541499,0.338202819
Eco Transit,0.537777778,0.24,556.8,2,5.25015702,2.49146488,4.1865,4.5,0.257535,0.478887397
Transit,0.066111111,0.34,788.8,2,9.20312185,4.44379832,4.14080252,5.4,0.048989,0.741010084
Eco Transit,0.009166667,0.34,788.8,2,8.87936364,4.621,3.87542424,4.3,0.006985,0.762
Transit,0.762777778,0.36,835.2,2,10.78678988,4.55933795,3.9833587,3.3,0.61249401,0.802978309
Eco Transit,0.091944444,0.33,765.6,2,8.87319033,4.23123263,4.21143505,2.8,0.064624,0.702859215
Eco Transit,0.081944444,0.37,858.4,2,8.53607458,4.58548475,4.92939322,3.8,0.066453,0.810951864
Eco Transit,0.076666667,0.29,672.8,2,8.82465217,4.55882609,3.90934783,5.9,0.044553,0.581126087
Eco Transit,0.079444444,0.23,533.6,2,5.15577622,2.453,4.50465734,4.8,0.036304,0.456973427
Eco Transit,0.015,0.36,835.2,2,8.78522222,2.565,3.91411111,4,0.01178699,0.785799333
Fast Transit,0.037222222,0.33,765.6,2,11.01695522,4.41044776,4.82710448,2.4,0.026776,0.719355224
Eco Transit,0.104166667,0.29,672.8,2,8.83476267,4.46416,3.82194933,2.9,0.06126001,0.588096096
Eco Transit,0.015,0.37,858.4,2,8.70909259,4.578,4.89,3.8,0.01205501,0.803667333
Eco Transit,0.006388889,0.32,742.4,2,8.936,4.224,4.241,2.8,0.004419,0.691669565
Eco Transit,0.599166667,0.21,487.2,2,5.76427955,4.62114001,3.99652248,2.9,0.22969,0.383349096
Transit,0.074722222,0.35,812,2,9.06705948,2.563,3.85312268,4,0.058263,0.779727881
Transit,2.688888889,0.35,812,2,10.1781657,4.61378347,4.73860165,2.4,2.018475,0.750672521
Eco Transit,0.021944444,0.36,835.2,2,8.61627848,2.566,3.86,4,0.017349,0.790587342
Eco Transit,0.178888889,0.33,765.6,2,8.87663975,2.5319472,4.26817391,5.5,0.127914,0.715047205
Eco Transit,0.010555556,0.2,464,2,4.144,4.534,4.096,3.6,0.003754,0.355642105
Fast Transit,0.0075,0.34,788.8,2,11.056704,2.563373,4.224687,3.6,0.005654,0.753866667
Eco Transit,0.029166667,0.29,672.8,2,8.93902857,4.5,3.83531429,5.9,0.017268,0.592045714
Eco Transit,0.006944444,0.31,719.2,2,8.9938,2.584998,4.224007,3.4,0.004582,0.659808
Eco Transit,0.025277778,0.34,788.8,2,8.85784615,2.5248022,4.239,5.5,0.018214,0.720553846
Transit,10.86416667,0.34,788.8,2,10.24162164,4.70777303,4.21993102,3.6,8.112585,0.746728695
Transit,0.264444444,0.35,812,2,9.26860189,4.82063655,4.6452584,4.1,0.2082,0.787310924
Transit,0.079444444,0.28,649.6,2,9.08225524,4.44691259,3.86193007,2.9,0.045105,0.567755245
Transit,0.020277778,0.35,812,2,9.03017808,4.84083562,4.66784932,4.1,0.015914,0.7848
Transit,0.733611111,0.37,858.4,2,10.92466111,4.60807308,4.46741575,3.1,0.61559,0.839123059
Transit,0.015277778,0.35,812,2,9.055345,4.540581,3.899684,3.5,0.011818,0.773541818
Eco Transit,0.053333333,0.23,533.6,2,5.23379167,4.82754167,4.55954167,4.7,0.023171,0.43445625
Eco Transit,1.866388889,0.23,533.6,2,5.56585028,4.51509927,4.96250781,2.4,0.81579,0.437095401
Transit,0.141666667,0.32,742.4,2,9.2589451,4.56346667,4.15227059,5.1,0.09832301,0.694044776
Eco Transit,0.027777778,0.2,464,2,6.38155,4.728807,4.579138,4.5,0.01001,0.36036
Transit,0.003055556,0.29,672.8,2,9.12681818,4.555,3.91,5.9,0.00177443,0.580722545
Transit,0.207222222,0.32,742.4,2,10.93208043,4.63629759,4.14572922,4.7,0.14453401,0.697483158
Eco Transit,0.015277778,0.34,788.8,2,9.0584,4.6108,3.8918,4.3,0.011497,0.752530909
Eco Transit,0.020833333,0.33,765.6,2,8.94228,4.41248,3.85104,3.9,0.01517299,0.72830352
Eco Transit,0.025,0.33,765.6,2,8.91045556,4.24321111,4.24405556,2.8,0.017666,0.70664
Eco Transit,0.033611111,0.22,510.4,2,4.23008264,4.46349587,4.85505785,2.4,0.014226,0.423252893
Eco Transit,0.060555556,0.26,603.2,2,7.190674,2.537743,4.524734,3,0.031064,0.512983486
Transit,0.053888889,0.34,788.8,2,9.20113402,4.468,4.18851031,5.4,0.039772,0.738037113
Transit,0.018055556,0.29,672.8,2,9.01258462,4.466,3.81595385,2.9,0.010518,0.582535385
Eco Transit,0.535,0.19,440.8,2,4.71567445,4.56399065,4.22432866,5.5,0.170845,0.319336449
Fast Transit,0.005277778,0.33,765.6,2,11.01221053,2.62,3.876,4.6,0.003647,0.691010526
Fast Transit,0.026388889,0.35,812,2,11.06988421,4.577,3.992,3.3,0.02105299,0.797797516
Transit,0.040555556,0.32,742.4,2,9.07679452,4.27078767,4.24941096,4.9,0.02807945,0.69237
Eco Transit,0.014444444,0.35,812,2,8.96869231,4.63,4.04438462,4.3,0.010868,0.7524
Transit,0.018888889,0.29,672.8,2,9.14147059,4.47,3.828,2.9,0.01117099,0.591405353
Eco Transit,0.007777778,0.32,742.4,2,8.989786,2.610799,4.133378,3.4,0.005215,0.6705
